loan_sequence_number,vintage_year,ead,pd_12m,lgd,expected_loss_12m
F22Q10003677,2022,131970.0,2.0527358933168343e-06,0.4510108180396898,0.12217863028644824
F22Q10003705,2022,387717.0,5.288773167869496e-06,0.4510108180396898,0.9248190000151256
F22Q10003744,2022,97873.3,9.43970850783572e-06,0.4510108180396898,0.4166868303750329
F22Q10003773,2022,127342.0,5.059062518173313e-06,0.4510108180396898,0.29055521309237414
F22Q10003804,2022,131473.0,3.24402999595873e-06,0.4510108180396898,0.19235717632147695
F22Q10003900,2022,286003.0,2.5930162803545517e-05,0.4510108180396898,3.3447432905996224
F22Q10003911,2022,178356.0,6.716921405161939e-06,0.4510108180396898,0.5403124186432526
F22Q10003912,2022,166308.0,8.796558543153968e-06,0.4510108180396898,0.6598008903678546
F22Q10003921,2022,112770.0,1.8299429487826975e-05,0.4510108180396898,0.9307179495625028
F22Q10004005,2022,176313.0,3.944118121832929e-06,0.4510108180396898,0.3136326064422534
F22Q10004136,2022,483317.0,1.668575993665425e-05,0.4510108180396898,3.637181899526855
F22Q10004181,2022,260895.0,2.4193151469939293e-05,0.4510108180396898,2.846722668074712
F22Q10004221,2022,278043.0,2.04228016351594e-05,0.4510108180396898,2.561027512145986
F22Q10004274,2022,254000.0,7.273022696435339e-06,0.4510108180396898,0.8331738266488953
F22Q10004300,2022,500878.0,1.3566419195374e-05,0.4510108180396898,3.0646730419847246
F22Q10004342,2022,479923.0,4.506399664353284e-06,0.4510108180396898,0.9754123020412784
F22Q10004354,2022,197523.0,1.0348184663249512e-05,0.4510108180396898,0.9218681322583865
F22Q10004371,2022,510640.0,1.8538151031949098e-05,0.4510108180396898,4.269413377813559
F22Q10004385,2022,109324.0,1.670904460867198e-05,0.4510108180396898,0.8238612776607996
F22Q10004417,2022,170168.0,2.208955913630653e-06,0.4510108180396898,0.16953208450171728
F22Q10004485,2022,112319.0,6.272683808625279e-05,0.4510108180396898,3.1775587104683978
F22Q10004496,2022,336202.0,6.027918099902612e-05,0.4510108180396898,9.14017676400488
F22Q10004642,2022,110761.0,2.4290512756907544e-05,0.4510108180396898,1.2134182143467453
F22Q10004646,2022,129133.0,5.467615001413949e-05,0.4510108180396898,3.1843597518970856
F22Q10004688,2022,509446.0,3.0043883492193724e-05,0.4510108180396898,6.9030526356358655
F22Q10004693,2022,416502.0,4.006911994288517e-06,0.4510108180396898,0.7526860276940486
F22Q10004753,2022,398142.0,2.674628229758682e-05,0.4510108180396898,4.802732264602447
F22Q10004766,2022,442565.0,3.8084116972350544e-05,0.4510108180396898,7.601650784552183
F22Q10004877,2022,499236.0,5.651750599461626e-06,0.4510108180396898,1.2725528941045758
F22Q10004884,2022,634242.0,3.3060141716302435e-05,0.4510108180396898,9.456853645563335
F22Q10004892,2022,588384.0,1.218519358195302e-05,0.4510108180396898,3.2335549569008837
F22Q10004940,2022,504656.0,1.667928264747756e-05,0.4510108180396898,3.796293387435362
F22Q10004979,2022,281667.0,7.809748915994084e-06,0.4510108180396898,0.9921103920796078
F22Q10005145,2022,292016.0,1.4462822353942244e-05,0.4510108180396898,1.9047880538056037
F22Q10005212,2022,370688.0,1.3831705724660768e-05,0.4510108180396898,2.312444013345169
F22Q10005315,2022,196193.0,7.534612107278894e-06,0.4510108180396898,0.6667013987156909
F22Q10005372,2022,374082.0,1.3094458906208453e-05,0.4510108180396898,2.209232011925582
F22Q10005411,2022,134945.0,7.3339529805689585e-06,0.4510108180396898,0.44635651491886097
F22Q10005481,2022,152461.0,5.944213054807733e-06,0.4510108180396898,0.40873336457747783
F22Q10005483,2022,425190.0,3.7306599802969103e-06,0.4510108180396898,0.715411091977011
F22Q10005488,2022,307780.0,1.5768995281740547e-05,0.4510108180396898,2.1889275009564284
F22Q10005562,2022,605514.0,1.7158456541751548e-05,0.4510108180396898,4.685860626176162
F22Q10005608,2022,101765.0,3.350926602833727e-06,0.4510108180396898,0.15379786665531106
F22Q10005671,2022,352457.0,1.0346636468109902e-05,0.4510108180396898,1.6447211974141107
F22Q10005686,2022,206633.0,4.255020264050531e-06,0.4510108180396898,0.3965411601210178
F22Q10005704,2022,513809.0,1.2980308964562064e-05,0.4510108180396898,3.0079713553457164
F22Q10005831,2022,231702.0,1.3295948454354006e-05,0.4510108180396898,1.3894280569072004
F22Q10005841,2022,65732.7,1.6185148396669211e-06,0.4510108180396898,0.0479827479552348
F22Q10005941,2022,370169.0,2.8176451927105166e-06,0.4510108180396898,0.47040649467498813
F22Q10005951,2022,318088.0,1.3999440305821232e-05,0.4510108180396898,2.008375512881693
F22Q10005996,2022,270006.0,3.823213769669388e-06,0.4510108180396898,0.4655742537104019
F22Q10006079,2022,128952.0,6.097265443185093e-05,0.4510108180396898,3.5460931834993312
F22Q10006139,2022,175416.0,1.2776413081878254e-05,0.4510108180396898,1.0107997072569275
F22Q10006307,2022,99424.6,2.541470087583799e-06,0.4510108180396898,0.11396350929090171
F22Q10006347,2022,206371.0,4.7990773548144435e-06,0.4510108180396898,0.44667678123105314
F22Q10006433,2022,539739.0,3.828942909486503e-05,0.4510108180396898,9.320724043609092
F22Q10006453,2022,495624.0,1.6538884606828815e-05,0.4510108180396898,3.6969664093216164
F22Q10006584,2022,262746.0,7.415702130432605e-06,0.4510108180396898,0.878770256822093
F22Q10006700,2022,516681.0,3.6471868305628195e-05,0.4510108180396898,8.498992804613849
F22Q10006775,2022,394802.0,5.212484042703192e-05,0.4510108180396898,9.28134767821727
F22Q10006875,2022,200521.0,5.162768852074246e-06,0.4510108180396898,0.4669060507230989
F22Q10006928,2022,362504.0,4.387506899404093e-06,0.4510108180396898,0.7173276552497492
F22Q10006962,2022,500386.0,1.3201865716462514e-05,0.4510108180396898,2.9793904433389296
F22Q10007003,2022,127342.0,1.0177793479455251e-05,0.4510108180396898,0.5845373411793817
F22Q10007011,2022,196005.0,7.4783282509851085e-06,0.4510108180396898,0.6610870246757491
F22Q10007074,2022,166177.0,1.018151148631381e-05,0.4510108180396898,0.7630801018505048
F22Q10007194,2022,153612.0,4.846871740691648e-05,0.4510108180396898,3.357945399238138
F22Q10007267,2022,176171.0,1.0886806408528782e-06,0.4510108180396898,0.0865011495226823
F22Q10007271,2022,184224.0,2.2449565302358455e-06,0.4510108180396898,0.18652674126298008
F22Q10007342,2022,281226.0,5.2227481557732075e-06,0.4510108180396898,0.6624323195978081
F22Q10007408,2022,146211.0,7.1874752591075e-06,0.4510108180396898,0.47396183179182405
F22Q10007483,2022,336556.0,1.7731289422976498e-05,0.4510108180396898,2.6914394586397643
F22Q10007600,2022,227320.0,4.308615944413421e-06,0.4510108180396898,0.4417355895564325
F22Q10007699,2022,481934.0,1.6623660457835886e-05,0.4510108180396898,3.6132764065707312
F22Q10007765,2022,219704.0,2.198495108899284e-05,0.4510108180396898,2.1784641971165684
F22Q10007768,2022,218521.0,4.168437259028373e-06,0.4510108180396898,0.4108217303601807
F22Q10007784,2022,221364.0,2.057087369809429e-06,0.4510108180396898,0.20537458108485404
F22Q10007905,2022,125633.0,1.0672951737789086e-05,0.4510108180396898,0.6047491061372002
F22Q10007933,2022,344149.0,1.2973608718009964e-05,0.4510108180396898,2.013697665452009
F22Q10008056,2022,947466.0,4.872388593321886e-05,0.4510108180396898,20.820565021052666
F22Q10008170,2022,132237.0,2.95965493363342e-06,0.4510108180396898,0.1765147600658618
F22Q10008266,2022,263160.0,7.003555195621268e-06,0.4510108180396898,0.8312380072096135
F22Q10008274,2022,264852.0,1.8371090992982467e-05,0.4510108180396898,2.194447342917049
F22Q10008354,2022,172132.0,2.307216267935534e-05,0.4510108180396898,1.7911702987365095
F22Q10008388,2022,231089.0,3.2761062012803245e-05,0.4510108180396898,3.414477098184889
F22Q10008408,2022,118153.0,2.4082359360489687e-06,0.4510108180396898,0.12833075371721392
F22Q10008491,2022,239011.0,2.1032156874354366e-06,0.4510108180396898,0.2267193879246001
F22Q10008537,2022,367649.0,9.847482796173488e-06,0.4510108180396898,1.6328473241581951
F22Q10008581,2022,537405.0,1.6947573835944605e-05,0.4510108180396898,4.1076761512831075
F22Q10008602,2022,333119.0,1.385070012007433e-05,0.4510108180396898,2.0809329630505893
F22Q10008623,2022,518826.0,8.917732692198516e-06,0.4510108180396898,2.086715015757173
F22Q10008677,2022,162929.0,3.477152644326904e-06,0.4510108180396898,0.2555107091708216
F22Q10008679,2022,141177.0,4.910822158785494e-06,0.4510108180396898,0.31268360819413804
F22Q10008685,2022,238495.0,6.081053476792355e-06,0.4510108180396898,0.6541013722875103
F22Q10008743,2022,237408.0,2.32458061224048e-05,0.4510108180396898,2.489011595250488
F22Q10008846,2022,604170.0,1.0100876507834622e-05,0.4510108180396898,2.752359617114734
F22Q10008888,2022,147354.0,1.1811373710980677e-05,0.4510108180396898,0.7849632042667215
F22Q10008895,2022,539496.0,1.8068185068149103e-05,0.4510108180396898,4.396324271910603
F22Q10008899,2022,190921.0,2.353409355859748e-06,0.4510108180396898,0.20264604641157308
F22Q10008923,2022,219062.0,1.988512078378403e-05,0.4510108180396898,1.9646366466259055
F22Q10008972,2022,387251.0,1.0156328502193044e-05,0.4510108180396898,1.7738473622033997
F22Q10008997,2022,478399.0,9.041773789351924e-06,0.4510108180396898,1.9508813623603918
F22Q10009082,2022,298041.0,4.521892585120558e-06,0.4510108180396898,0.6078315135444735
F22Q10009099,2022,494116.0,6.547701175051158e-06,0.4510108180396898,1.4591660849915307
F22Q10009118,2022,747811.0,9.371092112025464e-05,0.4510108180396898,31.605962100079157
F22Q10009174,2022,157673.0,1.6987637495391716e-05,0.4510108180396898,1.208028762861957
F22Q10009260,2022,250606.0,2.6914828083640223e-05,0.4510108180396898,3.042075818300677
F22Q10009310,2022,377767.0,3.984292297632139e-05,0.4510108180396898,6.788317835291756
F22Q10009327,2022,91424.6,3.9424194633812946e-05,0.4510108180396898,1.625596884254466
F22Q10009350,2022,110608.0,1.3612734567307654e-05,0.4510108180396898,0.6790767710816434
F22Q10009391,2022,199003.0,2.3714283102083547e-06,0.4510108180396898,0.21284163321926663
F22Q10009410,2022,132240.0,6.921839336550107e-06,0.4510108180396898,0.41283006150137735
F22Q10009521,2022,375570.0,1.2075699408171736e-05,0.4510108180396898,2.0454560251893836
F22Q10009557,2022,261651.0,2.3959223497850474e-06,0.4510108180396898,0.2827366426935374
F22Q10009571,2022,146966.0,1.163910663071668e-05,0.4510108180396898,0.7714778830651997
F22Q10009584,2022,221932.0,2.019731179094517e-05,0.4510108180396898,2.021624331078495
F22Q10009630,2022,366178.0,5.216342183285505e-06,0.4510108180396898,0.8614801599870605
F22Q10009789,2022,161715.0,1.315857708542161e-06,0.4510108180396898,0.09597236414411323
F22Q10009856,2022,85658.4,4.8529670608829974e-06,0.4510108180396898,0.18748402158416483
F22Q10009879,2022,98039.7,6.6437687853623865e-06,0.4510108180396898,0.29376729382609057
F22Q10009994,2022,237739.0,7.365548131100002e-06,0.4510108180396898,0.7897551424917659
F22Q10010125,2022,210123.0,2.275984448689547e-06,0.4510108180396898,0.21568991640409785
F22Q10010162,2022,193700.0,1.1402073748229746e-05,0.4510108180396898,0.9960942324738047
F22Q10010166,2022,218987.0,8.442645967576812e-06,0.4510108180396898,0.8338422010514958
F22Q10010171,2022,214850.0,1.712045785114751e-05,0.4510108180396898,1.6589667888868156
F22Q10010268,2022,151343.0,1.1322630613384336e-05,0.4510108180396898,0.7728525369019484
F22Q10010370,2022,464148.0,2.5437779085148815e-05,0.4510108180396898,5.3250370508039655
F22Q10010462,2022,229114.0,1.014045351143835e-05,0.4510108180396898,1.0478423932511989
F22Q10010502,2022,114216.0,2.564439756918797e-06,0.4510108180396898,0.13210109172996287
F22Q10010577,2022,232384.0,0.0006255236128541,0.4510108180396898,65.55968986993422
F22Q10010618,2022,225787.0,1.1076942405619732e-05,0.4510108180396898,1.127991403554309
F22Q10010659,2022,220043.0,2.2595674248326696e-05,0.4510108180396898,2.242434784338815
F22Q10010724,2022,286617.0,1.4370592325307936e-05,0.4510108180396898,1.8576486412350948
F22Q10010736,2022,330120.0,2.8380084011804382e-05,0.4510108180396898,4.2254451860344195
F22Q10010901,2022,153922.0,1.1724220440162496e-05,0.4510108180396898,0.8139010942260578
F22Q10010993,2022,282993.0,1.3293225902981918e-05,0.4510108180396898,1.6966530312351238
F22Q10011054,2022,217074.0,3.5325843331646917e-06,0.4510108180396898,0.34584962302466377
F22Q10011070,2022,301668.0,1.1028222872514782e-05,0.4510108180396898,1.5004507239395934
F22Q10011075,2022,199916.0,1.5997152486448737e-05,0.4510108180396898,1.442371715182126
F22Q10011152,2022,142185.0,1.0987795766082567e-05,0.4510108180396898,0.7046140842118084
F22Q10011222,2022,260724.0,4.644844656119084e-06,0.4510108180396898,0.546184238522252
F22Q10011326,2022,108866.0,3.6732529351451536e-06,0.4510108180396898,0.18035577772227565
F22Q10011393,2022,670994.0,4.35572268931642e-05,0.4510108180396898,13.181529868709093
F22Q10011409,2022,367492.0,1.0902797940426834e-05,0.4510108180396898,1.8070609948887124
F22Q10011476,2022,262389.0,1.16286681138009e-05,0.4510108180396898,1.3761398119451398
F22Q10011557,2022,398914.0,1.4895329101963607e-05,0.4510108180396898,2.6798861266431153
F22Q10011571,2022,449681.0,5.2867185637994325e-06,0.4510108180396898,1.0722046557348768
F22Q10011586,2022,265387.0,3.248828357933607e-05,0.4510108180396898,3.888600892328701
F22Q10011587,2022,347568.0,1.0240564697790427e-05,0.4510108180396898,1.6052794630561278
F22Q10011612,2022,265811.0,5.118607928694914e-06,0.4510108180396898,0.6136373325858175
F22Q10011625,2022,105883.0,4.803040186234054e-06,0.4510108180396898,0.22936619874715192
F22Q10011767,2022,220214.0,1.0903889977966428e-05,0.4510108180396898,1.0829623178115293
F22Q10011790,2022,88235.7,4.734855737409806e-06,0.4510108180396898,0.18842479258203956
F22Q10011823,2022,76517.5,9.30251479664365e-07,0.4510108180396898,0.03210318346910782
F22Q10011856,2022,134578.0,9.877945552177198e-06,0.4510108180396898,0.5995531055969543
F22Q10012051,2022,698089.0,1.28430053337398e-05,0.4510108180396898,4.043564888233752
F22Q10012071,2022,604088.0,7.15317286390699e-05,0.4510108180396898,19.488835422720754
F22Q10012100,2022,287690.0,5.81727963196923e-06,0.4510108180396898,0.7547996077529296
F22Q10012147,2022,196162.0,3.0343335771200674e-06,0.4510108180396898,0.2684510844867043
F22Q10012149,2022,210244.0,9.818374805097254e-06,0.4510108180396898,0.9310010622137612
F22Q10012150,2022,199794.0,2.2072312906070275e-05,0.4510108180396898,1.988919680467594
F22Q10012177,2022,192491.0,2.582189527505146e-06,0.4510108180396898,0.2241741352845209
F22Q10012244,2022,283919.0,6.3005546458900664e-06,0.4510108180396898,0.806789427522147
F22Q10012327,2022,266312.0,7.538405273299747e-06,0.4510108180396898,0.9054347890474735
F22Q10012332,2022,544568.0,0.0001418465658544,0.4510108180396898,34.83837604462864
F22Q10012387,2022,185166.0,3.925797523402214e-06,0.4510108180396898,0.3278506890175598
F22Q10012412,2022,391890.0,2.2252883998698996e-05,0.4510108180396898,3.933122243014499
F22Q10012459,2022,239610.0,6.171227385524328e-06,0.4510108180396898,0.666904191527556
F22Q10012529,2022,213886.0,7.0696992360575724e-06,0.4510108180396898,0.6819778286149883
F22Q10012559,2022,282822.0,3.6571120321392447e-06,0.4510108180396898,0.4664857835837579
F22Q10012625,2022,207755.0,5.53096422605175e-06,0.4510108180396898,0.5182499790775564
F22Q10012675,2022,298894.0,4.986433267401088e-06,0.4510108180396898,0.6721932816154501
F22Q10012700,2022,149703.0,1.3389040788139694e-06,0.4510108180396898,0.09039968709289765
F22Q10012750,2022,293417.0,1.4013013520257094e-05,0.4510108180396898,1.8544015110830443
F22Q10012753,2022,313185.0,6.308513701554341e-06,0.4510108180396898,0.8910764440389216
F22Q10012795,2022,330498.0,2.2495846782638028e-05,0.4510108180396898,3.35318982916737
F22Q10012798,2022,202980.0,1.2578965267616458e-05,0.4510108180396898,1.1515561663461216
F22Q10012800,2022,322106.0,1.944530929604739e-05,0.4510108180396898,2.824884067306108
F22Q10012881,2022,240919.0,1.1634157560402734e-05,0.4510108180396898,1.2641335337588908
F22Q10012897,2022,583283.0,8.081922789206272e-06,0.4510108180396898,2.126086721545933
F22Q10012961,2022,451114.0,3.315878123781025e-05,0.4510108180396898,6.746395908591872
F22Q10013023,2022,342844.0,8.820393377413704e-06,0.4510108180396898,1.3638652590927889
F22Q10013076,2022,181010.0,1.4868017592209295e-06,0.4510108180396898,0.12137873129850062
F22Q10013220,2022,346947.0,8.847715633955425e-06,0.4510108180396898,1.3844626746312276
F22Q10013238,2022,282345.0,7.150971486807294e-06,0.4510108180396898,0.9106093531097692
F22Q10013285,2022,452773.0,1.2073468613099974e-05,0.4510108180396898,2.4654689498191846
F22Q10013303,2022,217804.0,1.5181259247828131e-05,0.4510108180396898,1.4912848544055164
F22Q10013325,2022,267658.0,5.2896996576689666e-06,0.4510108180396898,0.6385548408783307
F22Q10013371,2022,69332.0,2.3769334267943687e-06,0.4510108180396898,0.07432547709069352
F22Q10013372,2022,293603.0,2.7006485986717182e-06,0.4510108180396898,0.35761483508676534
F22Q10013376,2022,136919.0,2.7093937136474524e-05,0.4510108180396898,1.673103456642812
F22Q10013398,2022,206049.0,3.2126045190347283e-06,0.4510108180396898,0.29854839183679477
F22Q10013425,2022,462741.0,8.551941034038999e-06,0.4510108180396898,1.784800330054071
F22Q10013471,2022,178696.0,1.9249910297380875e-05,0.4510108180396898,1.5514239814755337
F22Q10013519,2022,260133.0,7.322974028270653e-06,0.4510108180396898,0.8591517963006023
F22Q10013521,2022,805528.0,5.789749679288602e-05,0.4510108180396898,21.034267245585376
F22Q10013545,2022,319380.0,1.7481302623437964e-05,0.4510108180396898,2.5180738718208726
F22Q10013592,2022,450640.0,3.964442525722039e-06,0.4510108180396898,0.8057472341073761
F22Q10013617,2022,244959.0,1.4599802534764128e-05,0.4510108180396898,1.6129739052591057
F22Q10013624,2022,180188.0,2.287410776740368e-05,0.4510108180396898,1.8589041064694036
F22Q10013635,2022,694049.0,4.26321384891197e-05,0.4510108180396898,13.344865774629984
F22Q10013684,2022,155883.0,8.67646313604751e-06,0.4510108180396898,0.6099980410098884
F22Q10013714,2022,309381.0,3.863519302190245e-06,0.4510108180396898,0.539092989616201
F22Q10014045,2022,249178.0,8.141755528660395e-06,0.4510108180396898,0.914986555021997
F22Q10014062,2022,408016.0,1.5402524486526207e-05,0.4510108180396898,2.834366856048868
F22Q10014071,2022,399892.0,5.5005314134462335e-06,0.4510108180396898,0.9920517426619362
F22Q10014107,2022,116459.0,1.0569320690821624e-05,0.4510108180396898,0.5551458416120275
F22Q10014119,2022,67260.3,2.876459875299428e-05,0.4510108180396898,0.872577639048732
F22Q10014152,2022,93137.8,4.27472617635117e-06,0.4510108180396898,0.17956481192124646
F22Q10014163,2022,492278.0,2.484701643680257e-05,0.4510108180396898,5.516601762784013
F22Q10014381,2022,495513.0,2.427425569262805e-05,0.4510108180396898,5.424852498365745
F22Q10014433,2022,264136.0,8.845221206531434e-06,0.4510108180396898,1.0537152228558206
F22Q10014434,2022,453476.0,2.262571852627611e-05,0.4510108180396898,4.627470366294938
F22Q10014478,2022,767970.0,6.005278528926628e-05,0.4510108180396898,20.800049535220538
F22Q10014510,2022,150088.0,4.9255583964853585e-06,0.4510108180396898,0.33341750850587837
F22Q10014535,2022,438450.0,4.488525093404468e-06,0.4510108180396898,0.8875865059039701
F22Q10014660,2022,125799.0,0.0001600985277577,0.4510108180396898,9.083463724577571
F22Q10014694,2022,816606.0,0.0001572671839435,0.4510108180396898,57.921211341399925
F22Q10014797,2022,333063.0,1.9156655401632913e-05,0.4510108180396898,2.877617299362989
F22Q10014818,2022,262086.0,9.90560948633631e-07,0.4510108180396898,0.11708789120401683
F22Q10014913,2022,383985.0,3.3951503815609103e-06,0.4510108180396898,0.5879768588236672
F22Q10014948,2022,297334.0,1.684229207428124e-05,0.4510108180396898,2.258565692726547
F22Q10014958,2022,401791.0,7.858158627186756e-06,0.4510108180396898,1.423993329453621
F22Q10015013,2022,284042.0,1.7141400585226706e-05,0.4510108180396898,2.1959165166803207
F22Q10015019,2022,338519.0,9.646485239305468e-06,0.4510108180396898,1.4727841865718638
F22Q10015060,2022,131317.0,8.463034123117037e-06,0.4510108180396898,0.5012264761503117
F22Q10015066,2022,371919.0,1.293049815627623e-05,0.4510108180396898,2.1689551976590566
F22Q10015092,2022,230982.0,6.229116452456412e-06,0.4510108180396898,0.64892057831054
F22Q10015125,2022,302106.0,5.007650888700549e-05,0.4510108180396898,6.82307828079264
F22Q10015159,2022,156446.0,4.053580760089487e-06,0.4510108180396898,0.28601594995074414
F22Q10015207,2022,176378.0,1.3593225466413106e-05,0.4510108180396898,1.0813191472600048
